"CASEID_NEW","PPGENDER","RESPONDENT_RACE","PPAGE","RESPONDENT_YRSED","HHINC","PPPARTYID3","GLBSTATUS","SAME_SEX_COUPLE","PARTNER_RACE","AGE_DIFFERENCE","PARTNER_YRSED","Q23","Q12","HOW_LONG_RELATIONSHIP","PARENTAL_APPROVAL","RELATIONSHIP_QUALITY"
2367561,"(2) female","(1) NH white",56,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(1) republican",38,NA,"(4) good"
2368446,"(1) male","(1) NH white",44,13,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,13,"(1) i earned more","(2) democrat",9,"(0) don't approve or don't know","(4) good"
2370396,"(1) male","(1) NH white",39,17,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",4,13,"(1) i earned more","(2) democrat",16,"(1) approve","(4) good"
2371312,"(2) female","(2) NH black",31,17,37250,"(3) democrat","(1) glb","(0) different sex couple","(2) NH black",23,12,"(3) partner earned more","(2) democrat",1.5,"(1) approve","(4) good"
2372802,"(2) female","(2) NH black",80,13,22250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",0,12,"(3) partner earned more","(2) democrat",33,NA,"(5) excellent"
2373376,"(2) female","(1) NH white",37,16,27250,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",9,14,"(1) i earned more","(2) democrat",4,"(1) approve","(4) good"
2374284,"(1) male","(2) NH black",28,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",7,12,"(3) partner earned more","(5) no preference",1.5,"(1) approve","(4) good"
2376421,"(1) male","(1) NH white",42,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(2) we earned about the same amount","(3) independent",24,"(1) approve","(5) excellent"
2377541,"(2) female","(1) NH white",54,16,55000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(3) independent",21,"(1) approve","(5) excellent"
2379611,"(2) female","(1) NH white",61,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",12,10,"(3) partner earned more","(2) democrat",14,NA,"(5) excellent"
2380466,"(1) male","(2) NH black",46,12,6250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(5) no preference",7,"(1) approve","(4) good"
2381381,"(1) male","(1) NH white",38,13,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(1) republican",16,"(1) approve","(4) good"
2382301,"(2) female","(1) NH white",30,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(1) republican",11,"(1) approve","(4) good"
2388281,"(1) male","(4) NH Asian Pac Islander",28,14,67250,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",1,13,"(3) partner earned more","(1) republican",5,"(1) approve","(4) good"
2389501,"(2) female","(1) NH white",50,16,80000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(3) independent",8,"(1) approve","(5) excellent"
2390491,"(2) female","(1) NH white",49,12,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",20,"(1) approve","(4) good"
2393341,"(1) male","(1) NH white",34,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,16,"(3) partner earned more","(2) democrat",8,"(1) approve","(4) good"
2394813,"(1) male","(2) NH black",81,16,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",0,16,"(3) partner earned more","(2) democrat",NA,NA,"(3) fair"
2395381,"(1) male","(1) NH white",38,16,27250,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",7,14,"(1) i earned more","(5) no preference",10,"(1) approve","(3) fair"
2397281,"(2) female","(1) NH white",28,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,17,"(3) partner earned more","(2) democrat",10,"(1) approve","(5) excellent"
2398492,"(1) male","(1) NH white",49,13,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",2,12,"(1) i earned more","(2) democrat",4,"(0) don't approve or don't know","(4) good"
2401544,"(2) female","(1) NH white",54,13,11250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",11,7.5,"(3) partner earned more","(2) democrat",20,"(0) don't approve or don't know","(1) very poor"
2402351,"(1) male","(1) NH white",35,17,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(2) democrat",14,"(0) don't approve or don't know","(3) fair"
2403491,"(2) female","(1) NH white",49,14,67250,"(3) democrat","(0) not glb","(0) different sex couple","(5) NH Other",9,20,"(3) partner earned more","(3) independent",14,"(1) approve","(5) excellent"
2405331,"(1) male","(1) NH white",33,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(1) republican",9,"(1) approve","(5) excellent"
2406541,"(2) female","(1) NH white",54,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(1) republican",23,NA,"(5) excellent"
2408506,"(2) female","(2) NH black",50,12,11250,"(3) democrat","(1) glb","(0) different sex couple","(2) NH black",4,13,"(2) we earned about the same amount","(2) democrat",32,"(1) approve","(4) good"
2409671,"(1) male","(1) NH white",67,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(3) independent",47,NA,"(5) excellent"
2412491,"(2) female","(1) NH white",49,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",1,13,"(2) we earned about the same amount","(2) democrat",23,NA,"(5) excellent"
2413411,"(2) female","(1) NH white",41,20,162250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,20,"(1) i earned more","(2) democrat",15,"(1) approve","(4) good"
2414511,"(2) female","(1) NH white",51,11,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",13,NA,"(3) fair"
2416571,"(1) male","(1) NH white",57,16,137250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(2) democrat",37,NA,"(5) excellent"
2422533,"(1) male","(1) NH white",53,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",9,16,"(1) i earned more","(2) democrat",0.05000000075,"(0) don't approve or don't know","(4) good"
2423613,"(1) male","(1) NH white",61,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(2) democrat",4,NA,"(5) excellent"
2425596,"(2) female","(1) NH white",59,12,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(2) democrat",11,NA,"(3) fair"
2427431,"(1) male","(1) NH white",43,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,14,"(1) i earned more","(3) independent",14,NA,"(5) excellent"
2428344,"(1) male","(6) Hispanic",34,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",2,12,"(1) i earned more","(3) independent",6,"(0) don't approve or don't know","(3) fair"
2429371,"(2) female","(1) NH white",37,12,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,10,"(3) partner earned more","(5) no preference",16,"(1) approve","(5) excellent"
2430446,"(1) male","(1) NH white",44,13,92250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",11,16,"(3) partner earned more","(2) democrat",12,"(1) approve","(5) excellent"
2431491,"(2) female","(2) NH black",49,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",4,16,"(3) partner earned more","(2) democrat",24,NA,"(4) good"
2433651,"(1) male","(2) NH black",65,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",10,12,"(3) partner earned more","(2) democrat",25,"(1) approve","(4) good"
2434421,"(1) male","(1) NH white",42,16,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(2) democrat",6,"(1) approve","(5) excellent"
2435561,"(1) male","(1) NH white",56,14,80000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",6,14,"(1) i earned more","(3) independent",33,NA,"(5) excellent"
2437651,"(1) male","(1) NH white",65,13,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(3) independent",45,NA,"(5) excellent"
2438411,"(1) male","(1) NH white",41,12,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",9,10,"(1) i earned more","(2) democrat",4,"(1) approve","(5) excellent"
2439205,"(1) male","(1) NH white",20,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(2) we earned about the same amount","(5) no preference",0.15000000596,"(1) approve","(4) good"
2440651,"(1) male","(1) NH white",65,7.5,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,9,"(1) i earned more","(3) independent",28,NA,"(5) excellent"
2442581,"(2) female","(1) NH white",58,14,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(2) we earned about the same amount","(1) republican",44,"(1) approve","(5) excellent"
2449225,"(2) female","(1) NH white",22,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(1) republican",4,"(1) approve","(5) excellent"
2451281,"(2) female","(1) NH white",28,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(3) partner earned more","(1) republican",10,"(1) approve","(5) excellent"
2453455,"(1) male","(1) NH white",45,12,32250,"(3) democrat","(1) glb","(1) same-sex couple","(2) NH black",2,17,"(3) partner earned more","(2) democrat",1.5,NA,"(5) excellent"
2457561,"(2) female","(1) NH white",56,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(2) democrat",30,"(1) approve","(4) good"
2460536,"(2) female","(6) Hispanic",53,16,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,16,"(1) i earned more","(2) democrat",1.5,"(1) approve","(5) excellent"
2461521,"(1) male","(1) NH white",52,16,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(2) we earned about the same amount","(2) democrat",26,"(1) approve","(5) excellent"
2462533,"(1) male","(3) NH Amer Indian",53,12,8750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,7.5,"(1) i earned more","(5) no preference",0.75,NA,"(5) excellent"
2463495,"(1) male","(2) NH black",49,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",3,12,"(1) i earned more","(2) democrat",8,"(1) approve","(3) fair"
2464481,"(2) female","(1) NH white",48,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,13,"(3) partner earned more","(5) no preference",8,"(1) approve","(5) excellent"
2465606,"(2) female","(2) NH black",60,20,55000,"(3) democrat","(1) glb","(1) same-sex couple","(2) NH black",8,12,"(1) i earned more","(2) democrat",10,"(1) approve","(4) good"
2466445,"(2) female","(2) NH black",44,12,27250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",16,17,"(3) partner earned more","(2) democrat",20,NA,"(5) excellent"
2468481,"(1) male","(2) NH black",48,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",0,14,"(1) i earned more","(2) democrat",22,NA,"(5) excellent"
2470335,"(1) male","(1) NH white",33,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(1) republican",1.5,"(1) approve","(5) excellent"
2471586,"(1) male","(1) NH white",58,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,13,"(1) i earned more","(2) democrat",NA,NA,"(5) excellent"
2472495,"(2) female","(1) NH white",49,16,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",9,16,"(3) partner earned more","(3) independent",0.75,"(1) approve","(4) good"
2473591,"(2) female","(2) NH black",59,14,37250,"(3) democrat","(1) glb","(0) different sex couple","(2) NH black",3,13,"(1) i earned more","(2) democrat",10,"(1) approve","(5) excellent"
2478401,"(1) male","(1) NH white",40,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,16,"(1) i earned more","(1) republican",19,"(1) approve","(5) excellent"
2479313,"(2) female","(1) NH white",31,12,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,16,"(3) partner earned more","(1) republican",5,"(0) don't approve or don't know","(4) good"
2480586,"(2) female","(1) NH white",58,14,2e+05,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",9,16,"(2) we earned about the same amount","(2) democrat",21,NA,"(5) excellent"
2482586,"(2) female","(1) NH white",58,17,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",4,16,"(1) i earned more","(2) democrat",16,"(0) don't approve or don't know","(3) fair"
2483563,"(2) female","(1) NH white",56,16,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",2,13,"(1) i earned more","(2) democrat",18,"(1) approve","(5) excellent"
2485465,"(1) male","(1) NH white",46,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(5) no preference",2.5,"(1) approve","(4) good"
2486245,"(2) female","(1) NH white",24,13,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(3) partner earned more","(1) republican",1.5,"(1) approve","(5) excellent"
2487583,"(2) female","(1) NH white",58,12,2e+05,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(3) independent",8,"(1) approve","(5) excellent"
2488453,"(2) female","(1) NH white",45,13,2500,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",10,12,"(3) partner earned more",NA,13,"(1) approve","(5) excellent"
2489561,"(1) male","(1) NH white",56,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(1) i earned more","(1) republican",21,"(1) approve","(4) good"
2490501,"(1) male","(2) NH black",50,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,16,"(2) we earned about the same amount","(2) democrat",27,"(1) approve","(5) excellent"
2491261,"(2) female","(1) NH white",26,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(3) partner earned more","(1) republican",10,"(1) approve","(4) good"
2492401,"(2) female","(1) NH white",40,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(3) independent",14,"(1) approve","(5) excellent"
2494291,"(1) male","(1) NH white",29,16,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(1) republican",5,"(1) approve","(5) excellent"
2496271,"(1) male","(1) NH white",27,16,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(1) republican",8,"(1) approve","(4) good"
2497286,"(2) female","(1) NH white",28,16,55000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",7,13,"(1) i earned more","(2) democrat",4,"(0) don't approve or don't know","(3) fair"
2499671,"(2) female","(1) NH white",67,14,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",54,NA,"(5) excellent"
2500281,"(2) female","(2) NH black",28,16,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,13,"(1) i earned more","(1) republican",4,"(1) approve","(5) excellent"
2501285,"(2) female","(1) NH white",28,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",4,"(1) approve","(5) excellent"
2502671,"(1) male","(1) NH white",67,9,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(2) democrat",49,NA,"(5) excellent"
2503411,"(2) female","(6) Hispanic",41,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",1,14,"(3) partner earned more","(1) republican",21,"(0) don't approve or don't know","(4) good"
2504476,"(1) male","(1) NH white",47,20,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",3,20,"(1) i earned more","(2) democrat",13,"(1) approve","(4) good"
2505436,"(2) female","(1) NH white",43,17,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,17,"(3) partner earned more","(2) democrat",21,"(1) approve","(5) excellent"
2506506,"(1) male","(1) NH white",50,20,162250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",3,20,"(2) we earned about the same amount","(1) republican",17,"(1) approve","(4) good"
2507563,"(2) female","(1) NH white",56,17,37250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",0,17,"(3) partner earned more","(4) another party, please specify",36,"(0) don't approve or don't know","(5) excellent"
2508414,"(1) male","(6) Hispanic",41,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",6,14,"(2) we earned about the same amount","(2) democrat",0.15000000596,NA,"(4) good"
2510361,"(1) male","(6) Hispanic",36,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,16,"(1) i earned more","(3) independent",16,"(0) don't approve or don't know","(4) good"
2512476,"(1) male","(1) NH white",47,13,45000,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",3,7.5,"(1) i earned more","(3) independent",4,"(0) don't approve or don't know","(4) good"
2514683,"(1) male","(1) NH white",68,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",14,16,"(1) i earned more","(5) no preference",19,"(1) approve","(5) excellent"
2515245,"(1) male","(5) NH Other",24,11,27250,"(2) other","(1) glb","(1) same-sex couple","(1) NH white",4,NA,"(1) i earned more",NA,1.5,NA,"(2) poor"
2516782,"(1) male","(1) NH white",78,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",8,12,"(1) i earned more","(2) democrat",57,NA,"(5) excellent"
2517611,"(2) female","(1) NH white",61,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(3) independent",39,NA,"(5) excellent"
2518321,"(1) male","(2) NH black",32,16,162250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,17,"(1) i earned more","(5) no preference",10,"(1) approve","(5) excellent"
2519493,"(1) male","(1) NH white",49,16,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,14,"(3) partner earned more","(2) democrat",10,"(1) approve","(4) good"
2520291,"(2) female","(1) NH white",29,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",11,11,"(3) partner earned more","(5) no preference",9,"(0) don't approve or don't know","(3) fair"
2524351,"(1) male","(1) NH white",35,16,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(3) independent",14,"(1) approve","(3) fair"
2526551,"(1) male","(1) NH white",55,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(2) democrat",30,"(1) approve","(5) excellent"
2527611,"(2) female","(1) NH white",61,17,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",6,16,"(2) we earned about the same amount","(2) democrat",9,"(1) approve","(5) excellent"
2528285,"(2) female","(1) NH white",28,16,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(2) democrat",0.44999998808,"(1) approve","(4) good"
2529781,"(1) male","(2) NH black",78,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",8,12,"(3) partner earned more","(3) independent",42,NA,"(4) good"
2530373,"(2) female","(3) NH Amer Indian",37,12,45000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(2) democrat",0.05000000075,"(0) don't approve or don't know","(4) good"
2532553,"(1) male","(1) NH white",55,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,16,"(1) i earned more","(1) republican",12,NA,"(3) fair"
2533411,"(1) male","(1) NH white",41,12,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(1) republican",23,"(0) don't approve or don't know","(5) excellent"
2534481,"(2) female","(1) NH white",48,17,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,17,"(1) i earned more","(3) independent",30,"(1) approve","(4) good"
2536634,"(2) female","(2) NH black",63,12,8750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,12,"(2) we earned about the same amount","(2) democrat",20,NA,"(2) poor"
2538381,"(1) male","(6) Hispanic",38,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",0,16,"(3) partner earned more","(2) democrat",7,"(1) approve","(4) good"
2539331,"(1) male","(6) Hispanic",33,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",8,16,"(2) we earned about the same amount","(2) democrat",9,"(1) approve","(3) fair"
2541912,"(2) female","(1) NH white",91,7.5,13750,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(2) we earned about the same amount","(2) democrat",20,NA,"(5) excellent"
2542495,"(2) female","(2) NH black",49,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",6,12,"(1) i earned more","(2) democrat",19,"(0) don't approve or don't know","(4) good"
2543495,"(1) male","(2) NH black",49,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",3,12,"(3) partner earned more","(3) independent",2.5,"(0) don't approve or don't know","(4) good"
2544491,"(1) male","(1) NH white",49,14,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,14,"(1) i earned more","(1) republican",28,"(1) approve","(5) excellent"
2547395,"(1) male","(2) NH black",39,16,92250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",2,13,"(2) we earned about the same amount","(5) no preference",2.5,"(1) approve","(3) fair"
2548661,"(1) male","(1) NH white",66,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(5) no preference",42,"(1) approve","(5) excellent"
2549605,"(1) male","(1) NH white",60,13,6250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,20,"(3) partner earned more","(2) democrat",0.15000000596,NA,"(5) excellent"
2550291,"(2) female","(1) NH white",29,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(3) independent",10,"(1) approve","(5) excellent"
2554441,"(2) female","(1) NH white",44,12,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,13,"(3) partner earned more","(1) republican",21,"(1) approve","(4) good"
2555255,"(2) female","(1) NH white",25,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(2) democrat",4,"(1) approve","(5) excellent"
2557351,"(1) male","(6) Hispanic",35,16,112250,"(1) republican","(0) not glb","(1) same-sex couple","(6) Hispanic",0,16,"(1) i earned more","(1) republican",13,"(1) approve","(4) good"
2558261,"(1) male","(1) NH white",26,12,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",7,"(1) approve","(5) excellent"
2559361,"(1) male","(6) Hispanic",36,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",3,16,"(2) we earned about the same amount","(3) independent",17,"(1) approve","(5) excellent"
2561493,"(2) female","(1) NH white",49,12,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",26,12,"(2) we earned about the same amount","(2) democrat",0.75,"(1) approve","(5) excellent"
2562645,"(1) male","(1) NH white",64,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",8,17,"(1) i earned more","(5) no preference",8,NA,"(5) excellent"
2564501,"(1) male","(6) Hispanic",50,14,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,16,"(1) i earned more","(3) independent",14,"(1) approve","(5) excellent"
2565561,"(1) male","(1) NH white",56,12,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,14,"(1) i earned more","(3) independent",32,NA,"(5) excellent"
2566692,"(1) male","(1) NH white",69,13,27250,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(3) independent",2.5,NA,"(5) excellent"
2567461,"(1) male","(1) NH white",46,12,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(5) no preference",20,"(1) approve","(4) good"
2568441,"(1) male","(1) NH white",44,17,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,20,"(1) i earned more","(2) democrat",5,"(1) approve","(5) excellent"
2569551,"(2) female","(2) NH black",55,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",3,13,"(3) partner earned more","(2) democrat",35,"(1) approve","(5) excellent"
2570381,"(1) male","(2) NH black",38,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,17,"(1) i earned more","(2) democrat",20,"(1) approve","(5) excellent"
2577576,"(2) female","(1) NH white",57,13,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,14,"(3) partner earned more","(2) democrat",7,NA,"(5) excellent"
2581443,"(1) male","(6) Hispanic",44,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",1,14,"(2) we earned about the same amount","(2) democrat",0.75,NA,"(4) good"
2582441,"(1) male","(1) NH white",44,17,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(3) partner earned more","(2) democrat",14,"(1) approve","(4) good"
2583291,"(1) male","(1) NH white",29,17,137250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(2) democrat",5,"(1) approve","(4) good"
2585571,"(1) male","(1) NH white",57,14,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,14,"(1) i earned more","(1) republican",34,NA,"(5) excellent"
2588496,"(2) female","(1) NH white",49,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",8,13,"(3) partner earned more","(2) democrat",10,NA,"(4) good"
2589535,"(2) female","(1) NH white",53,20,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",17,17,"(1) i earned more","(2) democrat",1.5,"(1) approve","(5) excellent"
2591556,"(1) male","(6) Hispanic",55,13,27250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",5,13,"(1) i earned more","(3) independent",10,NA,"(5) excellent"
2594431,"(2) female","(1) NH white",43,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(3) partner earned more","(5) no preference",12,"(1) approve","(4) good"
2595533,"(2) female","(1) NH white",53,13,55000,"(3) democrat","(1) glb","(1) same-sex couple","(5) NH Other",2,13,"(2) we earned about the same amount","(2) democrat",10,"(0) don't approve or don't know","(5) excellent"
2596391,"(2) female","(6) Hispanic",39,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",3,16,"(3) partner earned more","(2) democrat",17,"(1) approve","(5) excellent"
2597631,"(1) male","(1) NH white",63,17,112250,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",9,16,"(1) i earned more","(1) republican",4,NA,"(5) excellent"
2598385,"(1) male","(1) NH white",38,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,13,"(2) we earned about the same amount","(2) democrat",0.15000000596,"(0) don't approve or don't know","(4) good"
2600415,"(1) male","(1) NH white",41,16,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
2602436,"(2) female","(1) NH white",43,20,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",4,16,"(1) i earned more","(2) democrat",14,"(1) approve","(4) good"
2603411,"(1) male","(1) NH white",41,10,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(1) republican",18,"(1) approve","(5) excellent"
